panelist-id,age,gender,children,marital,Household Size,Social Class,Working Status,Number of TV sets,Digital Status,Cable/Satellite,Multi Channel Status,TV Platform Reception Type
35322,35-44,F,2,married,5 people,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
40322,45-64,F,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
73666,45-64,M,1,married,3 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
32750,45-64,F,0,single,1 person,C2,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
97761,35-44,F,2,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
43094,45-64,M,2,married,4 people,AB,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
41693,45-64,F,1,single,2 people,C1,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
43723,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
32148,45-64,F,0,married,3 people,C1,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
66632,45-64,M,0,married,3 people,C1,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
52506,16-24,F,0,single,3 people,C1,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
47730,35-44,F,0,married,4 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
45113,35-44,M,0,married,4 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
22599,16-24,M,0,single,4 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
41906,16-24,M,0,single,4 people,C2,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30361,45-64,F,0,married,5 people,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
45355,45-64,M,0,married,5 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
55098,25-34,F,0,single,5 people,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
65296,16-24,F,0,single,5 people,C2,No paid work,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
67118,16-24,F,0,single,5 people,C2,f.t. education / under school,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
50365,25-34,F,1,single,3 people,AB,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
20969,35-44,M,1,married,4 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
91967,35-44,F,1,married,4 people,C1,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
85530,45-64,F,0,married,3 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
67537,45-64,M,0,married,3 people,C1,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
87831,16-24,M,0,single,3 people,C1,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
57753,35-44,M,1,married,3 people,C1,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
42421,35-44,F,1,married,3 people,C1,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
77847,45-64,F,1,married,6 people,C2,8-29 hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
94834,35-44,M,1,married,6 people,C2,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
47233,16-24,F,1,single,6 people,C2,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91890,16-24,M,1,single,6 people,C2,f.t. education / under school,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
95582,45-64,F,0,single,1 person,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
54061,45-64,F,0,married,3 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
97147,35-44,F,0,single,3 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
92185,45-64,F,0,married,3 people,C2,8-29 hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
73673,45-64,M,0,married,3 people,C2,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
82549,25-34,F,0,single,3 people,C2,f.t. education / under school,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
27097,45-64,F,1,married,5 people,D,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14238,45-64,M,1,married,5 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
30117,25-34,F,1,single,5 people,D,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
35022,16-24,M,1,single,5 people,D,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
62693,45-64,M,0,single,2 people,E,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
34992,35-44,M,0,single,3 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
56468,45-64,F,0,married,3 people,C1,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
14885,45-64,M,0,married,3 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
35356,16-24,F,0,single,3 people,C1,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
55648,35-44,F,1,married,5 people,C2,8-29 hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
40253,45-64,M,1,married,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
96571,45-64,M,0,single,1 person,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
24551,35-44,M,0,single,2 people,D,30+ hours per week,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
67723,45-64,F,0,married,2 people,C1,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
96628,45-64,M,0,single,2 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
10543,45-64,F,0,single,3 people,AB,30+ hours per week,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
72043,25-34,F,0,single,3 people,AB,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
93917,16-24,F,0,single,3 people,AB,f.t. education / under school,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
23072,45-64,F,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
67878,45-64,M,0,married,2 people,AB,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
57891,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
87989,45-64,F,1,married,3 people,AB,8-29 hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
36080,45-64,M,1,married,3 people,AB,30+ hours per week,4,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
22412,45-64,M,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
72918,35-44,M,0,single,1 person,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
85204,45-64,F,0,single,1 person,C1,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
77764,45-64,M,0,single,1 person,E,No paid work,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
65399,45-64,M,0,single,3 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
31531,45-64,M,0,single,3 people,C1,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
40518,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
91073,45-64,M,0,single,1 person,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
12104,25-34,F,0,single,2 people,D,8-29 hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
86091,45-64,F,0,married,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
86224,45-64,M,0,married,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
37758,16-24,F,0,single,5 people,C2,30+ hours per week,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
12267,16-24,F,0,single,5 people,C2,f.t. education / under school,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
85985,16-24,F,0,single,5 people,C2,f.t. education / under school,2,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
75733,35-44,M,1,married,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
80162,45-64,F,1,married,3 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
73798,45-64,M,0,single,2 people,D,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
64112,25-34,F,0,single,2 people,D,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
64064,45-64,M,0,married,2 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
93501,45-64,F,0,married,2 people,E,No paid work,2,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
74353,45-64,M,0,single,2 people,C1,30+ hours per week,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
10152,45-64,M,0,single,2 people,C1,No paid work,1,Digital Cable Only,Cable,Digital Multichannel Only,Digital Cable Only
37453,45-64,F,0,married,2 people,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
16631,45-64,M,0,married,2 people,E,No paid work,2,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
96184,35-44,F,1,married,4 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
97554,35-44,M,1,married,4 people,C2,30+ hours per week,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
70317,16-24,M,1,single,4 people,C2,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
14328,45-64,M,0,single,1 person,E,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
60668,45-64,F,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
52131,16-24,M,0,single,3 people,E,f.t. education / under school,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
31081,45-64,M,0,single,3 people,E,No paid work,1,Digital Terrestrial Only,None,Digital Multichannel Only,Digital Terrestrial Only
87043,45-64,F,0,married,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
10486,45-64,M,0,married,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
70019,25-34,M,0,single,5 people,C2,30+ hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
50134,25-34,M,0,single,5 people,C2,No paid work,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
60610,16-24,F,0,single,5 people,C2,8-29 hours per week,3,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
25846,45-64,M,0,married,4 people,C1,30+ hours per week,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
10719,45-64,F,0,married,4 people,C1,No paid work,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
45224,25-34,M,0,single,4 people,C1,f.t. education / under school,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94599,16-24,F,0,single,4 people,C1,f.t. education / under school,4,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
87565,35-44,M,2,married,5 people,AB,30+ hours per week,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
57796,35-44,F,2,married,5 people,AB,No paid work,1,Digital Satellite Only,Satellite,Digital Multichannel Only,Digital Satellite Only
14711,45-64,M,1,married,6 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
94656,45-64,F,1,married,6 people,C2,30+ hours per week,1,Digital Terrestrial & Digital Satellite,Satellite,Digital Multichannel Only,Digital Terrestrial and Digital Satellite Only
